EnsemblProteinFamilyID(s)	HGNCsymbol
ENSFM00250000000380	CNTNAP5
ENSFM00500000271593	WBP2
ENSFM00690001375544	WBP2
ENSFM00250000008316	PACRGL
ENSFM00580000903162	PACRGL
ENSFM00580000909672	PACRGL
ENSFM00580000907562	PACRGL
ENSFM00580000909673	PACRGL
ENSFM00580000907563	PACRGL
ENSFM00580000909671	PACRGL
ENSFM00580000909674	PACRGL
ENSFM00580000907566	PACRGL
ENSFM00580000907567	PACRGL
ENSFM00250000004460	B4GALNT1
ENSFM00630001061281	B4GALNT1
ENSFM00630001061282	B4GALNT1
ENSFM00500000273193	SDC4
ENSFM00500000276804	VPS37D
ENSFM00250000007599	CCDC3
ENSFM00730001521858	SNRNP200
ENSFM00800002003406	SEMA3A
ENSFM00550000757152	SEMA3A
ENSFM00550000756203	SEMA3A
ENSFM00670001237031	H2BFM
ENSFM00550000760729	H2BFM
ENSFM00800002003481	PLAT
ENSFM00600000941954	PLAT
ENSFM00250000004873	DIABLO
ENSFM00550000746616	DIABLO
ENSFM00550000760403	DIABLO
ENSFM00620001013765	DIABLO
ENSFM00730001521247	ADCY6
ENSFM00630001070161	ADCY6
ENSFM00250000000790	PFKFB4
ENSFM00550000751573	PFKFB4
ENSFM00550000754069	PFKFB4
ENSFM00250000000691	TJP2
ENSFM00600000921189	TNRC6A
ENSFM00670001281086	TNRC6A
ENSFM00670001277893	TNRC6A
ENSFM00250000004383	ABCE1
ENSFM00250000003735	INSIG1
ENSFM00500000272019	SULT4A1
ENSFM00550000757666	SULT4A1
ENSFM00250000001081	SPOP
ENSFM00580000904745	SPOP
ENSFM00580000909216	SPOP
ENSFM00580000904747	SPOP
ENSFM00580000906849	SPOP
ENSFM00580000909096	SPOP
ENSFM00800002003504	RAP2A
ENSFM00500000271358	CD22
ENSFM00700001407511	CD22
ENSFM00760001714627	ANXA3
ENSFM00580000909769	ANXA3
ENSFM00720001492028	CYP27B1
ENSFM00730001521357	NTRK1
ENSFM00250000006259	NUDT8
ENSFM00500000269653	AQP6
ENSFM00500000289988	CTXN3
ENSFM00800002003925	CA6
ENSFM00500000294813	CA6
ENSFM00750001632319	ZNF229
ENSFM00760001750438	ZNF229
ENSFM00690001374449	ZNF229
ENSFM00570000851116	ANKRD52
ENSFM00250000004575	THOC7
ENSFM00560000802627	THOC7
ENSFM00560000841151	THOC7
ENSFM00480000262744	B3GNT7
ENSFM00600000922126	RSRP1
ENSFM00660001189926	RSRP1
ENSFM00660001189927	RSRP1
ENSFM00250000003205	CCDC80
ENSFM00500000271525	TSNAX-DISC1
ENSFM00710001460733	TSNAX-DISC1
ENSFM00250000007508	UBFD1
ENSFM00250000004735	BHMT2
ENSFM00600000940284	BHMT2
ENSFM00600000943296	BHMT2
ENSFM00250000006117	TNFSF13B
ENSFM00730001521103	HSPA6
ENSFM00760001715146	ANAPC15
ENSFM00670001267240	ANAPC15
ENSFM00620001012447	ANAPC15
ENSFM00620001012448	ANAPC15
ENSFM00730001521347	S1PR5
ENSFM00690001369617	S1PR5
ENSFM00500000298167	S1PR5
ENSFM00250000002054	RASIP1
ENSFM00260000050762	PPP1R7
ENSFM00250000003914	SPG11
ENSFM00650001147162	SPG11
ENSFM00400000132815	B9D1
ENSFM00250000007138	B9D1
ENSFM00680001319597	B9D1
ENSFM00680001326490	B9D1
ENSFM00500000270724	EMC1
ENSFM00560000831041	EMC1
ENSFM00500000338406	EMC1
ENSFM00260000050644	LMAN2
ENSFM00600000921309	GOLGA8M
ENSFM00250000007537	MLC1
ENSFM00250000000517	RDX
ENSFM00610000971396	RDX
ENSFM00610000971397	RDX
ENSFM00610000971398	RDX
ENSFM00610000971399	RDX
ENSFM00790001963054	GTPBP3
ENSFM00700001398362	GTPBP3
ENSFM00700001407464	GTPBP3
ENSFM00670001235577	FCGR2B
ENSFM00250000001692	ZMIZ2
ENSFM00700001394486	ZMIZ2
ENSFM00550000756477	ZMIZ2
ENSFM00440000236866	ACTN2
ENSFM00250000004722	ALG8
ENSFM00610000966270	ALG8
ENSFM00760001714690	SLC25A37
ENSFM00250000003361	CFI
ENSFM00250000005025	SYF2
ENSFM00250000001504	RPL15
ENSFM00550000768431	RPL15
ENSFM00250000005275	GOLGA5
ENSFM00260000050346	DHX57
ENSFM00550000761849	DHX57
ENSFM00250000003504	PRPF39
ENSFM00640001120008	PRPF39
ENSFM00670001237028	DAPL1
ENSFM00730001524668	DAPL1
ENSFM00730001536932	DAPL1
ENSFM00250000007650	SNX20
ENSFM00750001632319	ZNF285
ENSFM00690001374447	ZNF285
ENSFM00690001374448	ZNF285
ENSFM00250000010011	N4BP3
ENSFM00500000271525	TSNAX
ENSFM00670001235754	A4GNT
ENSFM00500000270147	FLVCR1
ENSFM00250000005526	SPCS2
ENSFM00440000236953	CLDN25
ENSFM00730001521483	KIF21A
ENSFM00260000051388	ANKRD54
ENSFM00740001607507	ANKRD54
ENSFM00800002003717	DHX9
ENSFM00670001235545	EIF3G
ENSFM00690001366033	EIF3G
ENSFM00690001370206	EIF3G
ENSFM00500000269965	IGHA2
ENSFM00250000004311	DBR1
ENSFM00500000271261	SLC39A13
ENSFM00740001589240	BTBD6
ENSFM00260000050491	TRIM51
ENSFM00250000000514	NAV1
ENSFM00580000910304	NAV1
ENSFM00500000312923	NAV1
ENSFM00250000003896	VASH2
ENSFM00560000840865	VASH2
ENSFM00250000002439	DPY19L4
ENSFM00600000942041	DPY19L4
ENSFM00600000938789	DPY19L4
ENSFM00600000938788	DPY19L4
ENSFM00500000269632	CACNA1S
ENSFM00390000126295	NRCAM
ENSFM00550000749069	NRCAM
ENSFM00600000922245	RPS19BP1
ENSFM00550000767482	RPS19BP1
ENSFM00250000001647	NALCN
ENSFM00250000001941	PPP2R1A
ENSFM00700001407652	PPP2R1A
ENSFM00700001403523	PPP2R1A
ENSFM00730001521477	SIPA1L2
ENSFM00670001241586	C8orf44
ENSFM00800002003406	SEMA3B
ENSFM00500000296539	FAM27C
ENSFM00500000273438	EMP2
ENSFM00730001521549	AP1M2
ENSFM00690001374331	AP1M2
ENSFM00690001374332	AP1M2
ENSFM00740001589085	COL4A3
ENSFM00760001714697	SEC31A
ENSFM00580000909109	SEC31A
ENSFM00580000909110	SEC31A
ENSFM00730001543886	SEC31A
ENSFM00580000909777	SEC31A
ENSFM00730001543984	SEC31A
ENSFM00730001521778	CTDSPL
ENSFM00550000757698	CTDSPL
ENSFM00550000761815	CTDSPL
ENSFM00250000005676	CCDC148
ENSFM00550000761687	CCDC148
ENSFM00550000754587	CCDC148
ENSFM00550000747739	CCDC148
ENSFM00550000764591	CCDC148
ENSFM00250000003826	YJEFN3
ENSFM00760001758008	YJEFN3
ENSFM00730001521464	AKR1D1
ENSFM00260000050587	RXFP2
ENSFM00250000000377	MASP1
ENSFM00550000750020	MASP1
ENSFM00250000008358	TEPP
ENSFM00300000079224	BMP15
ENSFM00500000271408	EXTL2
ENSFM00670001236211	DNAL4
ENSFM00500000453864	DNAL4
ENSFM00250000010819	MAP10
ENSFM00730001521587	C8orf44-SGK3
ENSFM00250000001856	CSRNP1
ENSFM00730001522007	LATS1
ENSFM00250000004090	IL18
ENSFM00250000006633	TM7SF3
ENSFM00620001013108	TM7SF3
ENSFM00620001020122	TM7SF3
ENSFM00620001013110	TM7SF3
ENSFM00620001013111	TM7SF3
ENSFM00250000000579	NR5A1
ENSFM00730001521142	EPHA8
ENSFM00670001245512	TRBV23-1
ENSFM00670001235526	RSPO1
ENSFM00670001237145	NDUFA4L2
ENSFM00640001110005	NDUFA4L2
ENSFM00750001632389	SEC24B
ENSFM00500000271746	RNASET2
ENSFM00260000052895	RNASET2
ENSFM00580000904030	RNASET2
ENSFM00500000272932	RRP7A
ENSFM00550000760113	RRP7A
ENSFM00760001715644	TRBV24-1
ENSFM00670001235577	FCGR3A
ENSFM00760001714593	ZNF658
ENSFM00760001733119	ZNF658
ENSFM00250000000002	ZNF658
ENSFM00250000005652	LUZP2
ENSFM00500000271676	FGF7
ENSFM00360000109870	HSPA4
ENSFM00690001366964	NKIRAS2
ENSFM00250000003149	NKIRAS2
ENSFM00680001314764	NKIRAS2
ENSFM00690001357990	NKIRAS2
ENSFM00690001358808	NKIRAS2
ENSFM00680001314765	NKIRAS2
ENSFM00250000001372	GTPBP1
ENSFM00550000765214	GTPBP1
ENSFM00620001016653	GTPBP1
ENSFM00620001020883	GTPBP1
ENSFM00620001020884	GTPBP1
ENSFM00620001020885	GTPBP1
ENSFM00670001235676	FKBP7
ENSFM00550000762235	FKBP7
ENSFM00550000758491	FKBP7
ENSFM00550000763770	FKBP7
ENSFM00250000000610	RASAL2
ENSFM00500000331959	TMEM14E
ENSFM00500000271928	ENDOU
ENSFM00250000000757	PRDX1
ENSFM00500000315784	PRDX1
ENSFM00250000010858	ERVMER34-1
ENSFM00250000001781	UNC13D
ENSFM00690001375543	UNC13D
ENSFM00250000000002	ZNF619
ENSFM00600000944386	ZNF619
ENSFM00250000002337	RACGAP1
ENSFM00630001070354	RACGAP1
ENSFM00630001072100	RACGAP1
ENSFM00630001072101	RACGAP1
ENSFM00630001070355	RACGAP1
ENSFM00320000100081	STK24
ENSFM00800002003721	MECR
ENSFM00250000003655	CACHD1
ENSFM00250000000002	ZNF250
ENSFM00610000969061	ZNF250
ENSFM00500000270033	IARS
ENSFM00550000755528	IARS
ENSFM00500000270636	RCC1
ENSFM00700001403635	RCC1
ENSFM00250000003925	AMFR
ENSFM00250000006640	KIAA0513
ENSFM00500000270458	PARP14
ENSFM00500000270477	REG3A
ENSFM00670001264872	L3MBTL1
ENSFM00400000131791	L3MBTL1
ENSFM00720001494534	L3MBTL1
ENSFM00250000004337	RFWD3
ENSFM00670001274490	RFWD3
ENSFM00670001249476	NFAT5
ENSFM00260000050626	NFAT5
ENSFM00800002003882	PLEKHA7
ENSFM00610000970612	PLEKHA7
ENSFM00500000272390	NUTF2
ENSFM00250000001143	TANC1
ENSFM00250000001219	CD1A
ENSFM00250000000328	GRM6
ENSFM00500000274532	SCX
ENSFM00250000004107	BOP1
ENSFM00250000005436	LRRC34
ENSFM00610000967202	LRRC34
ENSFM00250000000681	ADD2
ENSFM00550000755961	ADD2
ENSFM00500000270220	TSSK6
ENSFM00250000001005	DENND4B
ENSFM00250000008536	TTC22
ENSFM00500000276971	SHISA7
ENSFM00250000000919	MBNL1
ENSFM00560000809266	MBNL1
ENSFM00550000767570	MMS19
ENSFM00500000271304	MMS19
ENSFM00550000760862	MMS19
ENSFM00690001369797	PRCD
ENSFM00250000000469	NRP1
ENSFM00550000752715	NRP1
ENSFM00740001613579	NRP1
ENSFM00270000056424	MYH14
ENSFM00250000007572	XRCC2
ENSFM00250000001219	CD1C
ENSFM00300000082344	C5orf60
ENSFM00500000273371	ACER3
ENSFM00610000966281	ACER3
ENSFM00610000960054	ACER3
ENSFM00610000960055	ACER3
ENSFM00610000966282	ACER3
ENSFM00610000954869	ACER3
ENSFM00250000001697	GDPD4
ENSFM00440000236941	CYGB
ENSFM00250000001449	SPSB4
ENSFM00580000905109	SPSB4
ENSFM00250000002951	TULP4
ENSFM00600000921183	HTR3C
ENSFM00800002003421	ACTR3B
ENSFM00570000851385	NPIPA8
ENSFM00250000009528	SH2D2A
ENSFM00250000001219	CD1B
ENSFM00770001850223	CCDC163P
ENSFM00790001974645	CCDC163P
ENSFM00250000000002	ZNF879
ENSFM00600000945139	ZNF879
ENSFM00600000945140	ZNF879
ENSFM00710001463924	BPY2B
ENSFM00250000020479	BPY2B
ENSFM00600000921271	SAA1
ENSFM00250000002453	ICAM5
ENSFM00690001364682	ICAM5
ENSFM00250000002246	WHAMM
ENSFM00670001235660	ISOC2
ENSFM00250000002426	ARHGDIA
ENSFM00500000271475	MOSPD1
ENSFM00250000002655	NUTM2D
ENSFM00250000001955	CAPZA3
ENSFM00250000001711	ONECUT2
ENSFM00250000000816	SLC25A31
ENSFM00730001521640	TBX4
ENSFM00670001236192	RTP4
ENSFM00250000003430	MTR
ENSFM00500000273500	SST
ENSFM00670001257282	PTCH2
ENSFM00250000001574	PTCH2
ENSFM00410000138497	KCNK9
ENSFM00730001522537	FOXP3
ENSFM00250000003149	NKIRAS1
ENSFM00250000004576	SYMPK
ENSFM00700001401341	SYMPK
ENSFM00700001402387	SYMPK
ENSFM00500000310367	IQCF6
ENSFM00730001521338	EPHB1
ENSFM00560000824025	EPHB1
ENSFM00730001522237	RHD
ENSFM00500000270739	AADACL3
ENSFM00250000000278	SLC26A5
ENSFM00750001632343	GIMAP7
ENSFM00250000005896	HAX1
ENSFM00390000126407	FKBP3
ENSFM00640001117300	FKBP3
ENSFM00800002003581	TRIM33
ENSFM00500000271649	RTP2
ENSFM00260000050673	HCRTR2
ENSFM00250000003195	DCAF6
ENSFM00740001589406	BCL6
ENSFM00550000752315	BCL6
ENSFM00510000502898	TEX12
ENSFM00800002003603	HTR1B
ENSFM00740001589306	SERPINI1
ENSFM00500000274071	IL36RN
ENSFM00730001537526	IL36RN
ENSFM00250000010003	MEI4
ENSFM00730001521903	OR10V1
ENSFM00250000001058	RUFY3
ENSFM00580000909745	RUFY3
ENSFM00670001235577	FCGR3B
ENSFM00550000760004	SLC12A9
ENSFM00800002003687	SLC12A9
ENSFM00500000273468	METTL21B
ENSFM00630001065605	METTL21B
ENSFM00790001977138	METTL21B
ENSFM00790001963014	UAP1L1
ENSFM00250000002052	MTSS1
ENSFM00500000273795	C11orf57
ENSFM00610000971416	C11orf57
ENSFM00740001589422	ZBTB38
ENSFM00580000910030	ZBTB38
ENSFM00580000905054	ZBTB38
ENSFM00500000274301	SLC39A5
ENSFM00570000851006	RPS6KA2
ENSFM00580000910128	RPS6KA2
ENSFM00250000002239	IKBKB
ENSFM00600000943642	IKBKB
ENSFM00600000943645	IKBKB
ENSFM00600000943644	IKBKB
ENSFM00600000943643	IKBKB
ENSFM00600000943646	IKBKB
ENSFM00250000011760	C3orf49
ENSFM00250000000549	STX3
ENSFM00610000970910	STX3
ENSFM00610000970912	STX3
ENSFM00250000003874	PARL
ENSFM00550000761985	PARL
ENSFM00630001072218	AVIL
ENSFM00760001714698	AVIL
ENSFM00250000005320	GLTP
ENSFM00620001016013	GLTP
ENSFM00670001235464	SLC10A6
ENSFM00250000000002	ZNF628
ENSFM00600000921959	NAT14
ENSFM00700001402480	NAT14
ENSFM00700001407675	NAT14
ENSFM00740001589835	ZNF775
ENSFM00700001407676	SSC5D
ENSFM00740001589075	SSC5D
ENSFM00690001374493	SSC5D
ENSFM00680001319035	SLC25A19
ENSFM00740001589313	SLC25A19
ENSFM00680001319263	SLC25A19
ENSFM00250000004930	ZBTB21
ENSFM00500000338846	ZBTB21
ENSFM00250000001163	PCNXL2
ENSFM00600000941699	PCNXL2
ENSFM00600000941250	PCNXL2
ENSFM00250000007296	PXYLP1
ENSFM00580000910029	PXYLP1
ENSFM00500000273381	GSDMD
ENSFM00610000964586	GSDMD
ENSFM00610000964587	GSDMD
ENSFM00730001521918	SNX1
ENSFM00650001149055	SNX1
ENSFM00650001147220	SNX1
ENSFM00250000001205	ARHGAP31
ENSFM00500000286436	DEFB112
ENSFM00250000001069	PSD4
ENSFM00620001003042	PSD4
ENSFM00700001407664	PRKCG
ENSFM00520000517802	PRKCG
ENSFM00700001394517	PRKCG
ENSFM00500000270673	RYK
ENSFM00560000849786	RYK
ENSFM00670001281143	RUNX2
ENSFM00250000000641	RUNX2
ENSFM00740001589634	REPIN1
ENSFM00600000932792	REPIN1
ENSFM00600000938235	REPIN1
ENSFM00600000937967	REPIN1
ENSFM00600000945291	REPIN1
ENSFM00600000937619	REPIN1
ENSFM00730001521215	INSRR
ENSFM00670001235655	MCHR1
ENSFM00250000001340	CARD16
ENSFM00680001304513	CARD16
ENSFM00250000006658	SMCR8
ENSFM00250000002806	ST6GALNAC2
ENSFM00690001375562	ST6GALNAC2
ENSFM00690001374179	ST6GALNAC2
ENSFM00690001374180	ST6GALNAC2
ENSFM00500000272988	BIRC5
ENSFM00500000292244	BIRC5
ENSFM00690001365112	BIRC5
ENSFM00690001365113	BIRC5
ENSFM00670001262464	BIRC5
ENSFM00690001365114	BIRC5
ENSFM00250000007910	PIH1D2
ENSFM00520000517805	EML2
ENSFM00690001374470	EML2
ENSFM00690001374471	EML2
ENSFM00690001374472	EML2
ENSFM00690001374473	EML2
ENSFM00690001374474	EML2
ENSFM00670001242471	CARD17
ENSFM00740001589584	KLHL30
ENSFM00360000109926	CASP9
ENSFM00760001751034	CASP9
ENSFM00250000007402	IL18BP
ENSFM00670001258195	IL18BP
ENSFM00690001368509	NFKBID
ENSFM00730001522276	NFKBID
ENSFM00250000002654	UHRF1
ENSFM00500000270615	LRRFIP1
ENSFM00500000269826	CANX
ENSFM00580000910672	CANX
ENSFM00580000910674	CANX
ENSFM00580000910676	CANX
ENSFM00250000007667	KY
ENSFM00730001522248	USP19
ENSFM00500000272853	GRASP
ENSFM00250000002182	ARID3B
ENSFM00730001521489	SHMT1
ENSFM00640001117690	SHMT1
ENSFM00550000769437	SHMT1
ENSFM00500000289591	SHMT1
ENSFM00790001963031	EIF3C
ENSFM00700001395251	EIF3C
ENSFM00740001589192	MECOM
ENSFM00560000799415	MECOM
ENSFM00560000810873	MECOM
ENSFM00560000841068	MECOM
ENSFM00790001963170	MECOM
ENSFM00550000760398	SETD5
ENSFM00250000001160	SETD5
ENSFM00550000768663	SETD5
ENSFM00730001522100	FTL
ENSFM00510000505182	DMKN
ENSFM00500000273947	DMKN
ENSFM00730001528455	DMKN
ENSFM00700001407512	DMKN
ENSFM00700001407513	DMKN
ENSFM00700001407514	DMKN
ENSFM00720001503663	DMKN
ENSFM00720001500231	DMKN
ENSFM00700001402645	DMKN
ENSFM00550000765142	DMKN
ENSFM00670001236579	BANF1
ENSFM00610000966480	BANF1
ENSFM00500000270443	PLEKHA3
ENSFM00550000768544	PLEKHA3
ENSFM00550000750686	PLEKHA3
ENSFM00690001368572	ZNF571
ENSFM00250000000002	ZNF571
ENSFM00690001365838	ZNF571
ENSFM00400000131915	NHS
ENSFM00250000008732	AKNAD1
ENSFM00500000274646	SIVA1
ENSFM00500000290426	SIVA1
ENSFM00500000270597	RPL6
ENSFM00630001067531	RPL6
ENSFM00250000007581	MFSD9
ENSFM00670001253317	MFSD9
ENSFM00670001265165	MFSD9
ENSFM00550000764524	MFSD9
ENSFM00550000770593	MFSD9
ENSFM00670001235754	A4GALT
ENSFM00250000001065	AQP10
ENSFM00260000050611	SBK2
ENSFM00260000050611	SBK3
ENSFM00690001374494	SBK3
ENSFM00250000000980	SLC18A2
ENSFM00500000279962	ZNF579
ENSFM00690001374495	ZNF579
ENSFM00730001521445	ATP8B2
ENSFM00500000270212	CD209
ENSFM00600000922341	CBY3
ENSFM00500000277742	ZNF524
ENSFM00740001589770	FIZ1
ENSFM00690001374496	FIZ1
ENSFM00690001374497	FIZ1
ENSFM00250000005925	GOLGB1
ENSFM00560000807004	GOLGB1
ENSFM00560000827464	GOLGB1
ENSFM00250000000935	BCO2
ENSFM00610000971417	BCO2
ENSFM00610000971418	BCO2
ENSFM00500000270800	COG4
ENSFM00670001265955	COG4
ENSFM00680001315018	COG4
ENSFM00250000001258	SLC19A1
ENSFM00610000965492	SLC19A1
ENSFM00500000270151	SUN2
ENSFM00250000004732	GOSR2
ENSFM00670001274663	GOSR2
ENSFM00500000273029	NOXA1
ENSFM00250000008004	C7orf57
ENSFM00670001236158	SNRPE
ENSFM00500000343702	SNRPE
ENSFM00250000004060	RASSF10
ENSFM00250000000002	ZNF540
ENSFM00690001374433	ZNF540
ENSFM00250000007182	GTF3C3
ENSFM00550000769940	GTF3C3
ENSFM00620001002399	GTF3C3
ENSFM00620001020567	GTF3C3
ENSFM00550000756615	GTF3C3
ENSFM00780001898513	PDCD11
ENSFM00720001501026	PDCD11
ENSFM00250000009083	FAM227B
ENSFM00650001148066	FAM227B
ENSFM00670001244546	CARD18
ENSFM00610000967542	CARD18
ENSFM00800002003490	SLC30A7
ENSFM00500000273639	MPC2
ENSFM00730001521886	HAPLN2
ENSFM00250000000879	NBPF11
ENSFM00500000270187	SOS2
ENSFM00640001120011	SOS2
ENSFM00250000001145	SLC11A1
ENSFM00760001763182	SLC11A1
ENSFM00760001720982	SLC11A1
ENSFM00760001763183	SLC11A1
ENSFM00670001238730	PRB4
ENSFM00800002006737	PRB4
ENSFM00760001714746	P2RY11
ENSFM00500000273556	PLA2G2E
ENSFM00760001714746	PPAN-P2RY11
ENSFM00760001715035	SARS2
ENSFM00500000272736	MRPL17
ENSFM00250000005354	CCDC22
ENSFM00250000001219	CD1E
ENSFM00740001593414	CD1E
ENSFM00500000310449	CD1E
ENSFM00500000273734	EIF1AD
ENSFM00610000967284	EIF1AD
ENSFM00610000967285	EIF1AD
ENSFM00760001714746	PPAN
ENSFM00250000001131	ARHGAP25
ENSFM00560000834701	ARHGAP25
ENSFM00250000000892	TAOK3
ENSFM00620001020181	TAOK3
ENSFM00620001020975	TAOK3
ENSFM00620001019447	TAOK3
ENSFM00620001019448	TAOK3
ENSFM00620001020498	TAOK3
ENSFM00620001020976	TAOK3
ENSFM00620001020977	TAOK3
ENSFM00250000000002	ZNF74
ENSFM00650001141259	ZNF74
ENSFM00550000758154	ZNF74
ENSFM00550000763345	ZNF74
ENSFM00730001521847	CTNND1
ENSFM00610000970898	CTNND1
ENSFM00760001719899	PRB2
ENSFM00660001189968	PRB2
ENSFM00500000290654	PATE2
ENSFM00550000768734	PATE2
ENSFM00550000753286	IKZF1
ENSFM00250000000670	IKZF1
ENSFM00550000747845	IKZF1
ENSFM00260000050437	SDK1
ENSFM00260000051023	PPM1K
ENSFM00740001613564	PPM1K
ENSFM00740001613565	PPM1K
ENSFM00500000277592	PNMAL2
ENSFM00250000003586	NPPA
ENSFM00260000050491	TRIM49
ENSFM00730001521718	MPP1
ENSFM00550000766513	MPP1
ENSFM00550000763623	MPP1
ENSFM00250000001040	CYTH4
ENSFM00500000273792	HAP1
ENSFM00550000761942	HAP1
ENSFM00550000748937	HAP1
ENSFM00500000270236	PPP5D1
ENSFM00800002005192	PPP5D1
ENSFM00250000001209	RUNX1T1
ENSFM00600000945456	RUNX1T1
ENSFM00600000945457	RUNX1T1
ENSFM00600000945460	RUNX1T1
ENSFM00600000944043	RUNX1T1
ENSFM00600000944044	RUNX1T1
ENSFM00600000945461	RUNX1T1
ENSFM00600000945462	RUNX1T1
ENSFM00600000945458	RUNX1T1
ENSFM00600000945464	RUNX1T1
ENSFM00600000945459	RUNX1T1
ENSFM00600000945463	RUNX1T1
ENSFM00620001020165	PRB1
ENSFM00790001975285	PRB1
ENSFM00760001720816	PRB1
ENSFM00500000270385	TBC1D3L
ENSFM00250000004452	CLCC1
ENSFM00670001235570	KLF8
ENSFM00750001632311	CALM3
ENSFM00700001403866	CALM3
ENSFM00250000003435	FBXL21
ENSFM00740001589136	MYBPC1
ENSFM00740001589241	CLCN6
ENSFM00620001002702	MTRNR2L4
ENSFM00250000005331	ROGDI
ENSFM00690001367751	ROGDI
ENSFM00690001367752	ROGDI
ENSFM00250000005983	APPBP2
ENSFM00690001364565	APPBP2
ENSFM00690001364566	APPBP2
ENSFM00250000000941	SOX13
ENSFM00610000969341	SOX13
ENSFM00740001590386	ZNF781
ENSFM00730001521406	MFAP4
ENSFM00500000272365	GPR161
ENSFM00670001243327	PATE3
ENSFM00500000286777	TMEM105
ENSFM00670001277820	TMEM105
ENSFM00250000001437	NUP210L
ENSFM00500000274183	LECT2
ENSFM00670001235575	GSG1L
ENSFM00740001589368	TOMM34
ENSFM00260000051186	IL13RA2
ENSFM00620001018047	STRAP
ENSFM00670001235569	STRAP
ENSFM00670001235588	FIGF
ENSFM00620001002735	CCDC150
ENSFM00250000007074	CCDC150
ENSFM00500000269973	SMC4
ENSFM00560000821054	SMC4
ENSFM00250000002341	RFFL
ENSFM00680001317389	RFFL
ENSFM00680001317390	RFFL
ENSFM00800002006151	KIAA2018
ENSFM00250000008250	KIAA2018
ENSFM00800002003657	ASF1A
ENSFM00250000000938	CNNM4
ENSFM00500000271756	CCM2
ENSFM00560000808604	CCM2
ENSFM00710001441664	SLC8A3
ENSFM00710001441890	NLE1
ENSFM00690001370602	NLE1
ENSFM00500000270307	GPX1
ENSFM00400000131833	TRIM36
ENSFM00500000377888	TRIM36
ENSFM00500000335701	TRIM36
ENSFM00400000131872	MCM9
ENSFM00580000907094	MCM9
ENSFM00650001149016	GALK2
ENSFM00650001148131	GALK2
ENSFM00770001847584	GALK2
ENSFM00650001149017	GALK2
ENSFM00650001147359	GALK2
ENSFM00650001147360	GALK2
ENSFM00250000003357	ACOT12
ENSFM00500000270437	PNMA1
ENSFM00700001393362	C8orf89
ENSFM00770001851648	C8orf89
ENSFM00760001715002	POLD2
ENSFM00550000756165	POLD2
ENSFM00260000050593	CCNE2
ENSFM00600000942467	CCNE2
ENSFM00600000944571	CCNE2
ENSFM00250000001656	TCP11
ENSFM00580000903741	TCP11
ENSFM00580000904198	TCP11
ENSFM00580000906327	TCP11
ENSFM00580000910071	TCP11
ENSFM00580000906329	TCP11
ENSFM00580000906330	TCP11
ENSFM00580000906331	TCP11
ENSFM00580000906332	TCP11
ENSFM00250000000002	ZNF607
ENSFM00690001365894	ZNF607
ENSFM00690001374435	ZNF607
ENSFM00250000003438	LGMN
ENSFM00640001117131	LGMN
ENSFM00640001117132	LGMN
ENSFM00640001112630	LGMN
ENSFM00700001394110	LGMN
ENSFM00640001120102	LGMN
ENSFM00730001521724	SULT2A1
ENSFM00250000006855	LAMTOR1
ENSFM00620001011663	LAMTOR1
ENSFM00620001020216	LAMTOR1
ENSFM00640001115372	UBR7
ENSFM00250000004188	GDAP1
ENSFM00600000940592	GDAP1
ENSFM00730001521459	OR5M9
ENSFM00700001407489	ZNF737
ENSFM00250000000002	ZNF737
ENSFM00700001405399	ZNF737
ENSFM00690001365789	ZNF737
ENSFM00250000003324	NLRC5
ENSFM00620001020066	NLRC5
ENSFM00620001020770	NLRC5
ENSFM00620001018941	NLRC5
ENSFM00250000001221	UBE2V1
ENSFM00250000003127	PAFAH2
ENSFM00600000945373	FZD3
ENSFM00800002003709	FZD3
ENSFM00250000005474	GALC
ENSFM00640001115394	GALC
ENSFM00640001115768	GALC
ENSFM00250000000002	ZNF275
ENSFM00250000003799	LIX1
ENSFM00580000905076	LIX1
ENSFM00250000008170	CNTF
ENSFM00250000000002	ZNF626
ENSFM00670001240484	ZNF626
ENSFM00570000851024	PABPC1L
ENSFM00760001717234	PABPC1L
ENSFM00500000277486	RPRML
ENSFM00730001522288	ZFP91-CNTF
ENSFM00250000004137	RIOK2
ENSFM00580000910574	RIOK2
ENSFM00760001714811	SCYL2
ENSFM00630001063497	SCYL2
ENSFM00630001064886	SCYL2
ENSFM00670001235589	SNF8
ENSFM00690001375413	SNF8
ENSFM00670001274518	SNF8
ENSFM00670001274519	SNF8
ENSFM00250000003154	LIG3
ENSFM00690001370004	LIG3
ENSFM00690001375257	LIG3
ENSFM00570000851039	FAT3
ENSFM00250000001356	JPH1
ENSFM00600000945436	JPH1
ENSFM00250000003343	MTHFR
ENSFM00550000745805	MTHFR
ENSFM00550000760214	MTHFR
ENSFM00730001522288	ZFP91
ENSFM00250000007736	STKLD1
ENSFM00260000051245	IPMK
ENSFM00800002003828	ZNF654
ENSFM00250000004042	OTUD4
ENSFM00800002003828	C3orf38
ENSFM00500000272006	REXO4
ENSFM00270000056477	FARP1
ENSFM00500000307025	FARP1
ENSFM00700001407758	FARP1
ENSFM00420000140749	CGGBP1
ENSFM00500000275019	CT45A1
ENSFM00250000003966	NAA50
ENSFM00560000838745	NAA50
ENSFM00560000833123	NAA50
ENSFM00560000801247	NAA50
ENSFM00670001256605	NAA50
